protein_id	gene_symbol	mol_weight_kd	mol_weight
DIP2C	Dip2c	171.06683819999972	171066.83819999974	normal
GJD4	Gjd4	40.04177340000012	40041.773400000115	normal
UGT3A1	Ugt3a1	59.69767200000015	59697.67200000015	normal
H2AL1M	H2al1m	12.112582699999983	12112.582699999983	normal
CCNY	Ccny	39.39433440000005	39394.33440000005	normal
CCNY	Ccny	36.561284800000045	36561.284800000045	normal
UGT3A2	Ugt3a2	59.67188710000012	59671.88710000012	normal
GM21812	Gm21812	25.840183200000016	25840.183200000018	normal
GM21812	Gm21812	25.840183200000016	25840.183200000018	normal
H2AL1K	H2al1k	12.096583299999981	12096.583299999982	normal
GM21874	Gm21874	26.70651910000001	26706.51910000001	normal
GM21874	Gm21874	26.70651910000001	26706.51910000001	normal
GM17728	Gm17728	14.977021699999987	14977.021699999987	normal
ZFP704	Zfp704	61.149728700000274	61149.728700000276	normal
CYBB	Cybb	65.3038188000002	65303.818800000205	normal
CAPSL	Capsl	24.115180900000006	24115.180900000007	normal
CAPSL	Capsl	15.832923499999996	15832.923499999995	normal
ASPH	Asph	83.04113990000037	83041.13990000037	normal
ASPH	Asph	81.46743800000036	81467.43800000036	normal
ASPH	Asph	75.12680390000027	75126.80390000028	normal
GRM3	Grm3	99.11337410000068	99113.37410000068	normal
IL7R	Il7r	32.44515650000002	32445.156500000016	normal
IL7R	Il7r	51.60430770000008	51604.30770000008	normal
RRS1	Rrs1	41.551311599999984	41551.311599999986	normal
GM10302	Gm10302	97.54072040000064	97540.72040000063	normal
ADHFE1	Adhfe1	49.9366926000001	49936.6926000001	normal
FHIT	Fhit	17.234378799999988	17234.378799999988	normal
FHIT	Fhit	17.234378799999988	17234.378799999988	normal
FHIT	Fhit	24.514771199999988	24514.77119999999	normal
FHIT	Fhit	17.234378799999988	17234.378799999988	normal
GRIN2A	Grin2a	165.41958970000047	165419.58970000048	normal
H2AL1O	H2al1o	12.505996999999981	12505.996999999981	normal
OSR1	Osr1	29.583859700000023	29583.859700000023	normal
ASPH	Asph	28.655345200000006	28655.345200000007	normal
ASPH	Asph	30.14874030000003	30148.740300000027	normal
ASPH	Asph	23.698991300000003	23698.9913	normal
ASPH	Asph	33.34193120000004	33341.93120000004	normal
ASPH	Asph	31.76822930000004	31768.22930000004	normal
GRIN2A	Grin2a	165.41958970000047	165419.58970000048	normal
GRIN2A	Grin2a	165.41958970000047	165419.58970000048	normal
SPEF2	Spef2	197.96999070000015	197969.99070000014	normal
SPEF2	Spef2	237.2484324000001	237248.4324000001	normal
VXN	Vxn	22.490422399999982	22490.42239999998	normal
CETN1	Cetn1	19.696017899999998	19696.0179	normal
CETN1	Cetn1	19.696017899999998	19696.0179	normal
ASPH	Asph	22.740239699999997	22740.2397	normal
ASPH	Asph	25.93343060000001	25933.430600000007	normal
SAMD5	Samd5	19.192900899999998	19192.900899999997	normal
ASPH	Asph	22.488271800000007	22488.271800000006	normal
ASPH	Asph	20.724281999999995	20724.281999999996	normal
DYNLT3	Dynlt3	12.957427799999987	12957.427799999987	normal
CNTN5	Cntn5	98.34429150000042	98344.29150000043	normal
CNTN5	Cntn5	120.74480450000054	120744.80450000054	normal
CNTN5	Cntn5	120.74480450000054	120744.80450000054	normal
CNTN5	Cntn5	98.34429150000042	98344.29150000043	normal
SPEF2	Spef2	100.09014070000072	100090.14070000072	normal
PABPC6	Pabpc6	71.00063830000025	71000.63830000025	normal
MYBL1	Mybl1	85.54345450000059	85543.45450000059	normal
MYBL1	Mybl1	78.72863240000049	78728.6324000005	normal
ZMYND11	Zmynd11	70.83694730000029	70836.94730000029	normal
ZMYND11	Zmynd11	64.27262640000023	64272.62640000024	normal
ZMYND11	Zmynd11	70.28038680000031	70280.38680000031	normal
ZMYND11	Zmynd11	64.27262640000023	64272.62640000024	normal
ZMYND11	Zmynd11	67.30791150000029	67307.9115000003	normal
ZMYND11	Zmynd11	70.83694730000029	70836.94730000029	normal
ZMYND11	Zmynd11	72.08516330000036	72085.16330000036	normal
PAG1	Pag1	46.54899170000007	46548.99170000007	normal
PAG1	Pag1	46.54899170000007	46548.99170000007	normal
SPEF2	Spef2	61.05541900000014	61055.41900000014	normal
SPEF2	Spef2	53.885108400000114	53885.108400000114	normal
COLEC12	Colec12	81.30294200000047	81302.94200000048	normal
ZMYND11	Zmynd11	6.788051699999998	6788.051699999998	normal
VCPIP1	Vcpip1	134.44130160000034	134441.30160000036	normal
VMN2R46	Vmn2r46	92.8980279000005	92898.0279000005	normal
STXBP5	Stxbp5	127.64907780000053	127649.07780000052	normal
STXBP5	Stxbp5	123.60066840000063	123600.66840000064	normal
STXBP5	Stxbp5	121.7053978000007	121705.39780000069	normal
GM20821	Gm20821	25.87016950000002	25870.16950000002	normal
GM20821	Gm20821	25.87016950000002	25870.16950000002	normal
SGK3	Sgk3	57.14464570000008	57144.64570000008	normal
SGK3	Sgk3	57.14464570000008	57144.64570000008	normal
VMN2R47	Vmn2r47	97.54072040000064	97540.72040000063	normal
GDF6	Gdf6	50.94128960000007	50941.28960000007	normal
H2AP	H2ap	13.491667899999982	13491.667899999982	normal
SCGB2A2	Scgb2a2	10.611282099999999	10611.282099999999	normal
SGK3	Sgk3	57.14464570000008	57144.64570000008	normal
SGK3	Sgk3	57.14464570000008	57144.64570000008	normal
H2AL3	H2al3	14.33704329999998	14337.04329999998	normal
GATA3	Gata3	47.967403300000036	47967.403300000035	normal
INCENP	Incenp	100.77083670000042	100770.83670000042	normal
INCENP	Incenp	101.20736170000043	101207.36170000043	normal
CHRM3	Chrm3	66.21125690000027	66211.25690000027	normal
CHRM3	Chrm3	66.21125690000027	66211.25690000027	normal
4930412O13RIK	4930412O13Rik	12.421387599999987	12421.387599999987	normal
4930412O13RIK	4930412O13Rik	11.783604399999994	11783.604399999995	normal
9230102O04RIK	9230102O04Rik	9.217739799999991	9217.739799999992	normal
SYTL5	Sytl5	84.08756170000053	84087.56170000053	normal
SYTL5	Sytl5	81.70913680000051	81709.1368000005	normal
MCMDC2	Mcmdc2	39.02489750000004	39024.897500000036	normal
MCMDC2	Mcmdc2	76.01405410000044	76014.05410000043	normal
MCMDC2	Mcmdc2	67.2763512000003	67276.35120000031	normal
MCMDC2	Mcmdc2	77.24365900000045	77243.65900000045	normal
MCMDC2	Mcmdc2	40.185326000000025	40185.32600000002	normal
TAF3	Taf3	105.11362680000079	105113.62680000078	normal
TAF3	Taf3	87.86662320000042	87866.62320000042	normal
TAF3	Taf3	6.112149400000001	6112.149400000001	normal
TAF3	Taf3	12.627589799999988	12627.589799999989	normal
VMN2R48	Vmn2r48	98.35469630000067	98354.69630000067	normal
THOC1	Thoc1	75.43510360000029	75435.1036000003	normal
TCF24	Tcf24	17.38328209999998	17383.282099999982	normal
TCF24	Tcf24	7.768964499999996	7768.9644999999955	normal
PPP1R42	Ppp1r42	41.150920200000066	41150.920200000066	normal
LIG4	Lig4	104.11873440000073	104118.73440000073	normal
LIG4	Lig4	104.11873440000073	104118.73440000073	normal
VMN2R49	Vmn2r49	97.59852170000062	97598.52170000062	normal
ABHD13	Abhd13	38.52462660000005	38524.62660000005	normal
ABHD13	Abhd13	38.52462660000005	38524.62660000005	normal
FTH1	Fth1	21.066367000000007	21066.367000000006	normal
FTH1	Fth1	21.066367000000007	21066.367000000006	normal
FTH1	Fth1	15.72243699999999	15722.43699999999	normal
BEST1	Best1	63.68360740000015	63683.607400000146	normal
USP14	Usp14	56.00133270000002	56001.33270000002	normal
USP14	Usp14	52.31817010000003	52318.17010000003	normal
RAB3IL1	Rab3il1	35.41918590000005	35419.185900000055	normal
TNFSF13B	Tnfsf13b	34.19173910000001	34191.739100000006	normal
TNFSF13B	Tnfsf13b	32.16542820000002	32165.428200000024	normal
FABP5	Fabp5	15.13726439999999	15137.264399999991	normal
RAB3IL1	Rab3il1	47.799676900000115	47799.676900000115	normal
RAB3IL1	Rab3il1	42.71207630000007	42712.07630000007	normal
RAB3IL1	Rab3il1	48.11026910000014	48110.269100000136	normal
RAB3IL1	Rab3il1	34.989283600000064	34989.28360000006	normal
COPS5	Cops5	37.54836200000007	37548.36200000007	normal
VMN2R50	Vmn2r50	98.67674160000065	98676.74160000065	normal
VMN2R50	Vmn2r50	96.77960640000065	96779.60640000064	normal
SRPX	Srpx	51.573277200000035	51573.27720000003	normal
CSPP1	Cspp1	137.42770490000038	137427.7049000004	normal
CSPP1	Cspp1	35.829777900000046	35829.777900000045	normal
SRPX	Srpx	49.37900860000006	49379.00860000006	normal
SRPX	Srpx	42.09663290000001	42096.63290000001	normal
CSPP1	Cspp1	35.829777900000046	35829.777900000045	normal
CSPP1	Cspp1	36.71282810000005	36712.82810000005	normal
CSPP1	Cspp1	35.829777900000046	35829.777900000045	normal
FADS3	Fads3	51.46869400000005	51468.69400000005	normal
FADS3	Fads3	44.156061100000066	44156.061100000064	normal
CSPP1	Cspp1	131.20723710000044	131207.23710000044	normal
ATP5C1	Atp5c1	32.77043170000004	32770.43170000004	normal
ATP5C1	Atp5c1	30.255463600000024	30255.463600000025	normal
ATP5C1	Atp5c1	32.88551910000004	32885.51910000004	normal
FADS2	Fads2	52.38677260000005	52386.77260000005	normal
ROCK1	Rock1	158.16869860000048	158168.69860000047	normal
RPGR	Rpgr	74.75395390000028	74753.95390000028	normal
KIN	Kin	44.72138140000001	44721.38140000001	normal
VMN2R51	Vmn2r51	97.72865980000064	97728.65980000065	normal
GM9833	Gm9833	53.54371310000011	53543.71310000011	normal
ITIH2	Itih2	106.36010840000073	106360.10840000072	normal
ARFGEF1	Arfgef1	208.49745999999968	208497.45999999967	normal
GM21310	Gm21310	26.616363600000014	26616.363600000015	normal
GM21310	Gm21310	26.616363600000014	26616.363600000015	normal
VMN2R52	Vmn2r52	82.69190040000048	82691.90040000048	normal
VMN2R52	Vmn2r52	97.67967490000062	97679.67490000062	normal
ITIH5	Itih5	106.7476056000006	106747.60560000059	normal
MYO16	Myo16	70.4579495000003	70457.9495000003	normal
MYO16	Myo16	211.38029489999994	211380.29489999995	normal
RPGR	Rpgr	71.61747810000038	71617.47810000039	normal
RPGR	Rpgr	115.91536210000068	115915.36210000068	normal
RPGR	Rpgr	81.99925700000037	81999.25700000038	normal
RPGR	Rpgr	74.82321670000029	74823.21670000028	normal
RPGR	Rpgr	108.45697980000061	108456.97980000061	normal
RPL39L	Rpl39l	6.337556	6337.5560000000005	normal
RPL39L	Rpl39l	6.337556	6337.5560000000005	normal
ARFGEF1	Arfgef1	117.8704521000008	117870.45210000081	normal
PRLR	Prlr	68.23987000000021	68239.87000000021	normal
PMP2	Pmp2	14.935210399999988	14935.210399999989	normal
FADS1	Fads1	52.322081200000056	52322.08120000006	normal
FADS1	Fads1	48.13829700000007	48138.29700000007	normal
ATF7IP2	Atf7ip2	50.97404440000005	50974.04440000005	normal
ATF7IP2	Atf7ip2	33.89862600000006	33898.626000000055	normal
ATF7IP2	Atf7ip2	35.84763800000007	35847.638000000064	normal
ATF7IP2	Atf7ip2	25.487070500000037	25487.070500000038	normal
FABP9	Fabp9	12.312044499999987	12312.044499999987	normal
FABP9	Fabp9	16.114597499999995	16114.597499999996	normal
FABP9	Fabp9	15.017199799999995	15017.199799999995	normal
FEN1	Fen1	42.62249770000006	42622.49770000006	normal
FEN1	Fen1	42.62249770000006	42622.49770000006	normal
FEN1	Fen1	42.62249770000006	42622.49770000006	normal
FEN1	Fen1	42.62249770000006	42622.49770000006	normal
QK	Qk	37.670209300000025	37670.209300000024	normal
TMEM258	Tmem258	9.078758599999999	9078.7586	normal
FABP4	Fabp4	14.649710199999983	14649.710199999983	normal
TMEM258	Tmem258	8.505099099999995	8505.099099999996	normal
MYRF	Myrf	123.28617800000049	123286.1780000005	normal
MYRF	Myrf	102.39486200000069	102394.86200000069	normal
QK	Qk	35.97734190000001	35977.341900000014	normal
QK	Qk	35.1303952	35130.3952	normal
MYRF	Myrf	120.65714170000044	120657.14170000044	normal
PRLR	Prlr	33.63217820000003	33632.178200000024	normal
PRLR	Prlr	34.733683900000024	34733.683900000025	normal
PRLR	Prlr	35.491266000000024	35491.266000000025	normal
FABP12	Fabp12	14.757679599999985	14757.679599999985	normal
DAGLA	Dagla	115.37321960000082	115373.21960000083	normal
FABP12	Fabp12	14.757679599999985	14757.679599999985	normal
FABP12	Fabp12	14.757679599999985	14757.679599999985	normal
FABP12	Fabp12	14.757679599999985	14757.679599999985	normal
OTC	Otc	39.76441700000005	39764.41700000005	normal
OTC	Otc	39.36489890000006	39364.89890000006	normal
MYO16	Myo16	205.08317930000007	205083.17930000008	normal
MYO16	Myo16	207.65893499999993	207658.93499999994	normal
VMN1R66	Vmn1r66	35.72394210000003	35723.94210000003	normal
VMN1R66	Vmn1r66	35.72394210000003	35723.94210000003	normal
VMN1R66	Vmn1r66	35.72394210000003	35723.94210000003	normal
VMN1R66	Vmn1r66	35.72394210000003	35723.94210000003	normal
EMP2	Emp2	19.747119899999994	19747.119899999994	normal
IMPA1	Impa1	30.428940500000014	30428.940500000015	normal
IMPA1	Impa1	29.942152900000025	29942.152900000026	normal
IMPA1	Impa1	23.648982500000002	23648.982500000002	normal
GM20834	Gm20834	26.051596900000018	26051.59690000002	normal
GM20834	Gm20834	26.051596900000018	26051.59690000002	normal
CPA6	Cpa6	51.14218500000008	51142.185000000085	normal
GREB1L	Greb1l	213.62542069999995	213625.42069999996	normal
SLC10A5	Slc10a5	48.12231500000001	48122.31500000001	normal
ADGB	Adgb	188.9197203999999	188919.7203999999	normal
ADGB	Adgb	188.55414579999987	188554.14579999988	normal
ADGB	Adgb	185.68911239999989	185689.1123999999	normal
ZFAND1	Zfand1	30.20232970000002	30202.32970000002	normal
ZFAND1	Zfand1	22.713960399999998	22713.960399999996	normal
TEKT5	Tekt5	62.73384820000033	62733.84820000033	normal
AGXT2	Agxt2	26.283085700000015	26283.085700000014	normal
AGXT2	Agxt2	57.114383500000095	57114.3835000001	normal
AGXT2	Agxt2	60.099855200000064	60099.85520000006	normal
TEKT5	Tekt5	48.159245400000124	48159.24540000012	normal
CHMP4C	Chmp4c	26.279271699999992	26279.27169999999	normal
NT5C1B	Nt5c1b	30.97960039999999	30979.60039999999	normal
NT5C1B	Nt5c1b	65.00124080000015	65001.240800000145	normal
NT5C1B	Nt5c1b	71.92145300000034	71921.45300000034	normal
NT5C1B	Nt5c1b	70.09225890000033	70092.25890000034	normal
NT5C1B	Nt5c1b	64.77299580000016	64772.99580000016	normal
NT5C1B	Nt5c1b	62.94380170000014	62943.801700000135	normal
NT5C1B	Nt5c1b	63.17204670000014	63172.04670000014	normal
SFMBT2	Sfmbt2	20.715090400000012	20715.090400000012	normal
SFMBT2	Sfmbt2	20.715090400000012	20715.090400000012	normal
SFMBT2	Sfmbt2	20.715090400000012	20715.090400000012	normal
SFMBT2	Sfmbt2	106.42008060000069	106420.08060000069	normal
SFMBT2	Sfmbt2	109.95299460000076	109952.99460000076	normal
SYT7	Syt7	45.471781	45471.781	normal
SYT7	Syt7	75.77688410000034	75776.88410000034	normal
SYT7	Syt7	68.29652400000015	68296.52400000015	normal
SYT7	Syt7	52.952141099999984	52952.141099999986	normal
SYT7	Syt7	50.6704052	50670.4052	normal
SYT7	Syt7	70.57825990000022	70578.25990000022	normal
SYT7	Syt7	63.09789980000005	63097.89980000005	normal
SYT7	Syt7	58.15076529999994	58150.76529999994	normal
SYT7	Syt7	57.43100629999997	57431.00629999997	normal
RDH14	Rdh14	36.36543990000007	36365.43990000007	normal
ADGB	Adgb	39.77937720000002	39779.37720000002	normal
PACRG	Pacrg	27.72593070000004	27725.930700000037	normal
NUBP1	Nubp1	34.084513400000056	34084.513400000054	normal
GM28510	Gm28510	27.68203890000003	27682.03890000003	normal
SNX16	Snx16	34.45117390000004	34451.173900000045	normal
SNX16	Snx16	38.81698440000006	38816.98440000006	normal
SNX16	Snx16	22.38744770000002	22387.44770000002	normal
TVP23A	Tvp23a	25.168969400000012	25168.969400000013	normal
VMN1R67	Vmn1r67	28.11197550000005	28111.975500000048	normal
DNAJC21	Dnajc21	61.73384390000017	61733.84390000017	normal
VMN1R67	Vmn1r67	34.98323850000004	34983.23850000004	normal
LRRC10B	Lrrc10b	32.97563050000002	32975.63050000002	normal
PPP1R32	Ppp1r32	47.798554000000074	47798.55400000008	normal
PPP1R32	Ppp1r32	47.798554000000074	47798.55400000008	normal
PPP1R32	Ppp1r32	28.400087700000014	28400.087700000015	normal
BRIX1	Brix1	41.24063570000003	41240.63570000003	normal
CIITA	Ciita	127.52691200000098	127526.91200000097	normal
CIITA	Ciita	116.23120730000088	116231.20730000088	normal
TSPAN7	Tspan7	27.543905400000014	27543.905400000014	normal
TSPAN7	Tspan7	25.412345100000007	25412.345100000006	normal
RAD1	Rad1	31.609664200000022	31609.66420000002	normal
RAD1	Rad1	30.564256600000036	30564.256600000037	normal
ZIK1	Zik1	52.7268596000001	52726.8596000001	normal
CIITA	Ciita	118.78814120000082	118788.14120000083	normal
CIITA	Ciita	118.47966930000084	118479.66930000084	normal
CIITA	Ciita	8.506172999999995	8506.172999999995	normal
TTC23L	Ttc23l	50.83080870000009	50830.80870000009	normal
SDHAF2	Sdhaf2	19.4310367	19431.0367	normal
SDHAF2	Sdhaf2	15.81786959999999	15817.869599999989	normal
DEXI	Dexi	10.401919899999994	10401.919899999994	normal
SDHAF2	Sdhaf2	19.833363700000003	19833.3637	normal
TTC23L	Ttc23l	51.53149500000007	51531.49500000007	normal
SDHAF2	Sdhaf2	15.701923099999988	15701.923099999987	normal
VMN1R68	Vmn1r68	36.52367570000004	36523.67570000004	normal
CPSF7	Cpsf7	52.01036820000014	52010.368200000135	normal
CPSF7	Cpsf7	52.01036820000014	52010.368200000135	normal
VMN1R68	Vmn1r68	36.52367570000004	36523.67570000004	normal
DEXI	Dexi	10.401919899999994	10401.919899999994	normal
GM20737	Gm20737	26.590326300000015	26590.326300000015	normal
GM20737	Gm20737	26.590326300000015	26590.326300000015	normal
RAB32	Rab32	25.068146800000005	25068.146800000006	normal
CLEC16A	Clec16a	116.25890870000075	116258.90870000074	normal
CLEC16A	Clec16a	116.03059750000075	116030.59750000075	normal
CLEC16A	Clec16a	116.23083240000072	116230.83240000073	normal
CLEC16A	Clec16a	100.78427310000062	100784.27310000062	normal
CLEC16A	Clec16a	103.76176930000071	103761.76930000071	normal
TMEM216	Tmem216	9.864930699999993	9864.930699999994	normal
TMEM216	Tmem216	9.864930699999993	9864.930699999994	normal
TMEM216	Tmem216	16.15937319999999	16159.37319999999	normal
ESCO1	Esco1	94.99774640000065	94997.74640000064	normal
ESCO1	Esco1	39.012234100000036	39012.23410000004	normal
ESCO1	Esco1	36.70082850000005	36700.82850000005	normal
ESCO1	Esco1	25.24598710000001	25245.987100000013	normal
RAI14	Rai14	108.85103220000072	108851.03220000071	normal
RAI14	Rai14	105.71451160000066	105714.51160000067	normal
RAI14	Rai14	108.85103220000072	108851.03220000071	normal
TMEM138	Tmem138	19.149593599999992	19149.593599999993	normal
TMEM138	Tmem138	19.149593599999992	19149.593599999993	normal
TMEM138	Tmem138	24.8118939	24811.893900000003	normal
CYB561A3	Cyb561a3	27.085865200000022	27085.865200000022	normal
CYB561A3	Cyb561a3	27.085865200000022	27085.865200000022	normal
CYB561A3	Cyb561a3	28.71496810000002	28714.96810000002	normal
CYB561A3	Cyb561a3	29.376462700000026	29376.462700000026	normal
CYB561A3	Cyb561a3	27.085865200000022	27085.865200000022	normal
CYB561A3	Cyb561a3	27.085865200000022	27085.865200000022	normal
VMN1R69	Vmn1r69	36.545744100000036	36545.74410000003	normal
VMN1R69	Vmn1r69	36.545744100000036	36545.74410000003	normal
VMN1R69	Vmn1r69	36.545744100000036	36545.74410000003	normal
VMN1R69	Vmn1r69	27.712298500000035	27712.298500000034	normal
VMN1R69	Vmn1r69	27.712298500000035	27712.298500000034	normal
VMN1R69	Vmn1r69	36.545744100000036	36545.74410000003	normal
VMN1R69	Vmn1r69	36.545744100000036	36545.74410000003	normal
VMN1R69	Vmn1r69	36.545744100000036	36545.74410000003	normal
VMN1R69	Vmn1r69	27.712298500000035	27712.298500000034	normal
VMN1R69	Vmn1r69	27.712298500000035	27712.298500000034	normal
TKFC	Tkfc	54.76296540000015	54762.96540000015	normal
TKFC	Tkfc	59.69038500000024	59690.38500000024	normal
TKFC	Tkfc	59.69038500000024	59690.38500000024	normal
TKFC	Tkfc	59.69038500000024	59690.38500000024	normal
CLEC16A	Clec16a	57.60530910000023	57605.309100000224	normal
DDB1	Ddb1	126.85130620000062	126851.30620000062	normal
DDB1	Ddb1	50.57993430000011	50579.93430000011	normal
SNRPD1	Snrpd1	13.28141579999998	13281.41579999998	normal
SNRPD1	Snrpd1	8.601946499999995	8601.946499999995	normal
SNRPD1	Snrpd1	12.293399499999998	12293.399499999998	normal
VMN1R70	Vmn1r70	33.47474360000007	33474.74360000007	normal
VMN1R70	Vmn1r70	31.381256100000034	31381.256100000035	normal
VMN1R70	Vmn1r70	33.47474360000007	33474.74360000007	normal
VWCE	Vwce	97.66759100000071	97667.59100000071	normal
ABHD3	Abhd3	40.32588670000007	40325.88670000007	normal
ABHD3	Abhd3	46.231709800000075	46231.70980000008	normal
