protein_id	gene_symbol	mol_weight_kd	mol_weight
Q6GQT9	Nomo1	133.42	133420
Q6GQU2	Klhl23	63.839	63839
Q6GSS7;Q64523	Hist2h2aa1;Hist2h2ac	14.095	14095
Q6GV12	Kdsr	35.955	35955
Q6IFZ9	Krt74	54.746	54746
Q6IMP4	Panx2	74.613	74613
Q6IQX7	Chpf	85.533	85533
Q6IQY5	Cep70	71.064	71064
Q6IRU2	Tpm4	28.467	28467
Q6IRU5	Cltb	25.171	25171
Q6K1E7	Ggnbp1	40.504	40504
Q6KAR6	Exoc3	86.454	86454
Q6NS45	Ccdc66	107.37	107370
Q6NS46	Pdcd11	207.78	207780
Q6NS82	Fam134a	57.541	57541
Q6NSR3	Adck2	68.677	68677
Q6NSR8	Npepl1	55.939	55939
Q6NT99	Dusp23	16.637	16637
Q80X95;Q6NTA4	Rraga;Rragb	36.566	36566
Q6NV83	U2surp	118.26	118260
Q6NVF9	Cpsf6	59.152	59152
Q6NXJ0	Wwc2	132.62	132620
Q6NXK7	Dpp10	90.825	90825
Q6NXY1	Tbc1d31	115.84	115840
Q6NXY9	Polr3g	25.947	25947
Q6NY15	Tsga10	81.261	81261
Q6NZB0	Dnajc8	29.812	29812
Q6NZC7	Sec23ip	110.78	110780
Q6NZF1	Zc3h11a	86.491	86491
Q6NZJ6	Eif4g1	176.07	176070
Q6NZL6	Tonsl	151.11	151110
Q6NZN0	Rbm26	114.14	114140
Q6P069	Sri	21.627	21627
Q6P1B1	Xpnpep1	69.59	69590
Q6P1E8	Efcab6	175.77	175770
Q6P1F6;Q6ZWR4;Q8BG02	Ppp2r2a;Ppp2r2b	51.691	51691
Q6P1H6	Ankle2	106.2	106200
Q6P2B1;Q8K368	Tnpo3	104.17	104170
Q6P2K6;Q922R5	Smek1	93.841	93841
Q6P3A8	Bckdhb	42.88	42880
Q6P3D0;Q8VHN8	Nudt16	21.825	21825
Q6P3E7	Hdac10	72.108	72108
Q6P4T2	Snrnp200	244.54	244540
Q6P542	Abcf1	94.944	94944
Q6P549	Inppl1	138.97	138970
Q6P566	Lix1	31.915	31915
Q6P5D3	Dhx57	155.76	155760
Q6P5D8	Smchd1	225.65	225650
Q6P5E4	Uggt1	176.43	176430
Q6P5F6	Slc39a10	94.393	94393
Q6P5F9	Xpo1	123.09	123090
Q6P5G6	Ubxn7	52.164	52164
Q6P6J9	Txndc15	38.146	38146
Q6P6L0	Filip1l	129.77	129770
Q6P6M5	Pex11g	27.151	27151
Q6P6M7	Sepsecs	55.325	55325
Q6P8I4	Pcnp	18.963	18963
Q6P8J2	Sat2	19.305	19305
Q6P8J7	Ckmt2	47.473	47473
Q6P8M1	Tatdn1	33.365	33365
Q6P8X1	Snx6	46.648	46648
Q6P8Y7	Snx31	50.861	50861
Q6P9J9	Ano6	106.25	106250
Q6P9N1	Fam126a	57.321	57321
Q6P9Q4	Fhod1	129.6	129600
Q6P9Q6	Fkbp15	132.96	132960
Q6P9R2;Q8K2X3;Q9Z1W9	Oxsr1	58.213	58213
Q6P9R4	Arhgef18	155.98	155980
Q6PA06	Atl2	66.223	66223
Q6PAL8	Dennd5a	146.65	146650
Q6PAM1	Txlna	62.368	62368
Q6PAQ4	Rexo4	47.598	47598
Q6PAR5	Gapvd1	162.4	162400
Q6PAV2	Herc4	118.41	118410
Q6PB44	Ptpn23	185.21	185210
Q6PB66	Lrpprc	156.61	156610
Q6PB70	Ano8	119.1	119100
Q6PB93	Galnt2	64.514	64514
Q6PCN3	Ttbk1	141.61	141610
Q6PCP5	Mff	32.931	32931
Q6PD03	Ppp2r5a	56.346	56346
Q6PD26	Pigs	61.71	61710
Q6PDG5	Smarcc2	132.6	132600
Q6PDI5	Ecm29	203.7	203700
Q6PDI6	Fam63b	65.636	65636
Q6PDK2	Kmt2d	600.24	600240
Q6PDL0	Dync1li2	54.218	54218
Q6PDM1	Msl1	67.319	67319
Q6PDM2	Srsf1	27.744	27744
Q6PDN3	Mylk	212.92	212920
Q6PDQ2;A2A8L1	Chd4	217.75	217750
Q6PDY2	Ado	28.372	28372
Q6PE01	Snrnp40	39.275	39275
Q6PEB6	Mob4	26.032	26032
Q6PEE2	Ctif	67.83	67830
Q6PER3	Mapre3	31.966	31966
Q6PF93	Pik3c3	101.49	101490
Q6PFD9	Nup98	197.24	197240
Q6PGA0;Q8CFE3	Rcor3;Rcor1	49.779	49779
Q6PGB6	Naa50	19.414	19414
Q6PGC1	Dhx29	153.97	153970
Q6PGF7	Exoc8	81.034	81034
Q6PGH1	Bud31	17	17000
Q6PGH2	Hn1l	20.02	20020
Q6PGL7	Fam21	145.31	145310
Q6PH08	Erc2	110.64	110640
Q6PHN9	Rab35	23.025	23025
Q6PHQ8	Naa35	83.305	83305
Q6PHS9	Cacna2d2	130.38	130380
Q6PHZ2	Camk2d	56.369	56369
Q6PIC6	Atp1a3	111.69	111690
Q6PIE5;Q9Z1W8	Atp1a2	112.22	112220
Q6PIP5	Nudcd1	66.704	66704
Q6PIU9		37.704	37704
Q6Q477	Atp2b4	133.07	133070
Q6Q783	Suv420h2	53.159	53159
Q6Q899	Ddx58	105.97	105970
Q6QD59	Bnip1	26.175	26175
Q6QI06	Rictor	191.57	191570
Q6RHR9	Magi1	161.97	161970
Q6RHW0	Krt9	72.494	72494
Q6RT24	Cenpe	286.52	286520
Q6TCG2	Paqr9	42.741	42741
Q6TEK5	Vkorc1l1	19.778	19778
Q6TXD4	Dnmbp	177.27	177270
Q6URW6	Myh14	228.58	228580
Q6VGS5	Ccdc88c	226.53	226530
Q6VN19	Ranbp10	67.188	67188
Q6VNB8	Wdfy3	392.33	392330
Q6W8Q3	Pcp4l1	7.5023	7502.3
Q6WKZ8	Ubr2	199.15	199150
Q6WVG3	Kctd12	35.892	35892
Q6X893	Slc44a1	73.066	73066
Q6XVG2	Cyp2c54	55.857	55857
Q6Y7W8	Gigyf2	149.19	149190
Q6ZPE2	Sbf1	208.69	208690
Q6ZPJ0	Tex2	125.22	125220
Q6ZPJ3	Ube2o	140.83	140830
Q6ZPL9	Ddx55	68.464	68464
Q6ZPY7	Kdm3b	170.87	170870
Q6ZPZ3	Zc3h4	140.97	140970
Q6ZQ06	Cep162	160.85	160850
Q6ZQ08	Cnot1	266.8	266800
Q6ZQ38	Cand1	136.33	136330
Q6ZQ58	Larp1	121.12	121120
Q6ZQ73	Cand2	135.63	135630
Q6ZQA0	Nbeal2	301.92	301920
Q6ZQB6	Ppip5k2	128.43	128430
Q6ZQF0	Topbp1	168.86	168860
Q6ZQH8	Nup188	196.69	196690
Q6ZQI3	Mlec	32.342	32342
Q6ZQK5	Acap2	87.21	87210
Q6ZQL4	Wdr43	75.38	75380
Q6ZWM4	Lsm8	10.403	10403
Q6ZWN5	Rps9	22.591	22591
Q6ZWQ0	Syne2	782.72	782720
Q6ZWQ7	Spcs3	20.313	20313
Q6ZWR6	Syne1	1009.9	1009900
Q6ZWU9	Rps27	9.461	9461
Q6ZWV3;P86048	Rpl10;Rpl10l	24.604	24604
Q6ZWV7;A6PWD2	Rpl35	14.552	14552
Q6ZWX6	Eif2s1	36.108	36108
Q6ZWY3	Rps27l	9.4771	9477.1
Q6ZWY8	Tmsb10	5.0256	5025.6
Q6ZWZ2	Ube2r2	27.166	27166
Q70FJ1	Akap9	435.87	435870
Q70IV5	Synm	173.21	173210
Q711T7	Nadsyn1	81.652	81652
Q71FD5	Znrf2	23.705	23705
Q71KT5	Tm7sf2	46.52	46520
Q71KU9	Fgl1	36.439	36439
Q71LX4	Tln2	253.62	253620
Q71RI9	Ccbl2	51.126	51126
Q75N62	Gimap8	76.843	76843
Q75N73	Slc39a14	53.961	53961
Q761V0	Slc6a5	87.86	87860
Q76HP3	Tmem132d	121.41	121410
Q76LS9	Fam63a	51.225	51225
Q76M72;Q8VCA0	Slc22a27	62.045	62045
Q76MZ3	Ppp2r1a	65.322	65322
Q78HU3	Mvb12a	28.705	28705
Q78IK2	Usmg5	6.3814	6381.4
Q78IK4	Apool	29.26	29260
Q78IQ7	Slc39a4	71.062	71062
Q78IS1	Tmed3	25.465	25465
Q78JE5	Fbxo22	44.202	44202
Q78JN3	Eci3	35.23	35230
Q78JT3	Haao	32.804	32804
Q78JW9	Ubfd1	40.143	40143
Q78KK3	Slc22a18	43.012	43012
Q78PG9	Ccdc25	24.48	24480
Q78PY7	Snd1	102.09	102090
Q78T81	Fam102a	42.83	42830
Q78XF5	Ostc	16.815	16815
Q78YZ6	Scoc	14.155	14155
Q78ZA7	Nap1l4	42.679	42679
Q791T5	Mtch1	41.565	41565
Q791V5	Mtch2	33.499	33499
Q7M6Y3	Picalm	71.543	71543
Q7M711	Tas2r113	36.375	36375
Q7M725	Tas2r107	35.426	35426
Q7M750	Opalin	15.833	15833
Q7TMA2	Znf503	63.036	63036
Q7TMB8	Cyfip1	145.24	145240
Q7TMC8	Fuk	119.27	119270
Q7TMF3	Ndufa12	17.086	17086
Q7TMK6	Hook2	83.365	83365
Q7TMK9	Syncrip	69.632	69632
Q7TMM9	Tubb2a	49.906	49906
Q7TMQ7	Wdr91	83.42	83420
Q7TMR0	Prcp	55.026	55026
Q7TMS5	Abcg2	72.977	72977
Q7TMV3	Fastkd5	86.599	86599
Q7TMY4	Thoc7	23.715	23715
Q7TMY7	Ipo8	117.08	117080
Q7TMY8	Huwe1	482.63	482630
Q7TN29	Smap2	46.577	46577
Q7TN58;REV__Q9R0Y8;REV__P22723;Q3TYD6	Tmc8;Lmtk2	82.328	82328
Q7TN73	Casd1	91.602	91602
Q7TN88	Pkd1l2	271.97	271970
Q7TN98	Cpeb4	80.121	80121
Q812E0;Q7TN99	Cpeb2;Cpeb3	58.441	58441
Q7TNC4	Luc7l2	46.582	46582
Q7TND5	Rpf1	40.036	40036
Q7TNE1	Sugct	47.69	47690
Q7TNE3	Spag7	25.921	25921
Q7TNG5	Eml2	70.733	70733
Q7TNG8	Ldhd	51.847	51847
Q7TNK1	Rfx4	83.37	83370
Q7TNL3	Stk40	48.931	48931
Q7TNP2	Ppp2r1b	65.934	65934
Q7TNS2	Minos1	8.5669	8566.9
Q7TNU7	Letm2	54.458	54458
Q7TNV0	Dek	43.158	43158
Q7TPD0	Ints3	117.94	117940
Q7TPD3	Robo2	161.19	161190
Q7TPM3	Trim17	54.863	54863
Q7TPQ3	Shprh	191.49	191490
Q7TPR4;O88990	Actn1	103.07	103070
Q7TPS0;P18654;Q9WUT3	Rps6ka6;Rps6ka3	86.57	86570
Q7TPV4	Mybbp1a	152.04	152040
Q7TQ95	Lnp	47.499	47499
Q7TQD2	Tppp	23.574	23574
Q7TQF7	Amph	75.012	75012
Q7TQG1	Plekha6	131.43	131430
Q7TQH0	Atxn2l	110.65	110650
Q7TQI3	Otub1	31.27	31270
Q7TQK4	Exosc3	29.546	29546
Q7TQK5	Ccdc93	72.602	72602
Q7TS68	Nsun6	52.278	52278
Q7TSC1	Prrc2a	229.2	229200
Q7TSG5	Sh3d21	60.323	60323
Q7TSH2	Phkb	123.89	123890
Q7TSH6;Q6DID3	Scaf4;Scaf8	129.05	129050
Q7TSH7	Kcnf1	55.647	55647
Q7TSI3	Ppp6r1	94.526	94526
Q7TSJ2	Map6	96.449	96449
Q7TST0	Btnl1	57.725	57725
Q7TSV4	Pgm2	68.747	68747
Q7TT37	Ikbkap	149.58	149580
Q7TT50	Cdc42bpb	194.75	194750
Q80SU7	Gvin1	280.81	280810
Q80SW1	Ahcyl1	58.951	58951
Q80SY4	Mib1	110.09	110090
Q80SY5	Prpf38b	63.752	63752
Q80SZ7	Gng5	7.3184	7318.4
Q9EQ21;Q80T19	Hamp;Hamp2	9.352	9352
Q80TA1	Ept1	45.345	45345
Q80TA6	Mtmr12	85.515	85515
Q80TA9	Epg5	290.8	290800
Q80TB8	Vat1l	45.817	45817
Q80TD3	Fnip2	122.52	122520
Q80TG1	Kansl1	113.18	113180
Q80TH2	Erbb2ip	157.25	157250
Q80TJ1;Q8BYR5	Cadps	153.11	153110
Q80TL7	Mon2	189.08	189080
Q80TM9	Nisch	175.01	175010
Q80TQ2	Cyld	106.58	106580
Q80TS8	Sel1l3	128.68	128680
Q80TY0	Fnbp1	71.343	71343
Q80TZ3	Dnajc6	102.3	102300
Q80U30	Clec16a	116.23	116230
Q80U38	Khnyn	74.564	74564
Q80U58;Q80U78	Pum2;Pum1	114.31	114310
Q80U63	Mfn2	86.187	86187
Q80U72	Scrib	174.06	174060
Q80U87	Usp8	122.61	122610
Q80U93	Nup214	212.98	212980
Q80U95	Ube3c	123.97	123970
Q80UF4	Sdccag8	82.978	82978
Q80UG1	Fads6	38.83	38830
Q80UG5	Sep-09	65.574	65574
Q80UJ7	Rab3gap1	110.2	110200
Q80UM3	Naa15	100.96	100960
Q80UM7	Mogs	91.83	91830
Q80UP8	Slc20a2	70.865	70865
Q80UU1	Ankzf1	82.975	82975
Q80UU9	Pgrmc2	23.334	23334
Q80UV9	Taf1	214.42	214420
Q80UW8	Polr2e	24.57	24570
Q80UY1		46.338	46338
Q80UY2	Kcmf1	41.791	41791
Q80UZ0	Fgd5	134.72	134720
Q80V23	Znf32	30.773	30773
Q80V26	Impad1	38.616	38616
Q80V70	Megf6	164.72	164720
Q80V86	Ints8	113.35	113350
Q80V94	Ap4e1	124.84	124840
Q80VD1	Fam98b	45.349	45349
Q80VJ2	Sra1	25.557	25557
Q80VJ3	Dnph1	18.977	18977
Q80VL1	Tdrkh	62.133	62133
Q80VP1	Epn1	60.211	60211
Q80VP5		20.787	20787
Q80VP8	Tmem106c	28.952	28952
Q80W21	Gstm7	25.709	25709
Q80W22	Thnsl2	54.187	54187
Q80W37	Snupn	41.032	41032
Q80W54	Zmpste24	54.734	54734
Q80W93	Hydin	581.52	581520
Q80WC7	Agfg2	48.967	48967
Q80WJ7	Mtdh	63.845	63845
Q80WM4	Hapln4	42.808	42808
Q80WQ2	Vac14	88.047	88047
Q80WR5		24.774	24774
Q80WS3	Fbll1	33.338	33338
Q80WT5	Aftph	101.13	101130
Q80WW9	Ddrgk1	35.977	35977
Q80X19	Col14a1	193.01	193010
Q80X50	Ubap2l	116.8	116800
Q80X60	Efcab3	49.709	49709
Q80X73	Pelo	43.349	43349
Q80X80	C2cd2l	76.328	76328
Q80X85	Mrps7	28.062	28062
Q80X89;Q6PDD0	Ugt2a1;Ugt2a2	59.965	59965
Q80X90	Flnb	277.82	277820
Q80XB4	Nrap	195.75	195750
Q80XC2	Trmt61a	31.639	31639
Q80XI1	Fbxo34	77.137	77137
Q80XI3	Eif4g3	174.89	174890
Q80XI4	Pip4k2b	47.318	47318
Q80XI7		62.448	62448
Q80XJ2	Rnf168	64.778	64778
Q80XL6	Acad11	87.365	87365
Q80XN0	Bdh1	38.299	38299
Q80XQ2	Tbc1d5	91.836	91836
Q80XU3	Nucks1	26.313	26313
Q80Y14	Glrx5	16.292	16292
Q80Y17	Llgl1	112.62	112620
Q80Y55	Bsdc1	46.952	46952
Q80Y81	Elac2	92.718	92718
Q80Y86	Mapk15	60.678	60678
Q80Y98	Ddhd2	79.576	79576
Q80YA3	Ddhd1	61.822	61822
Q80YC5	F12	65.701	65701
Q80YD1	Supv3l1	87.004	87004
Q80YE7	Dapk1	161.44	161440
Q80YN3	Bcas1	67.377	67377
Q80YQ8	Rmnd5a	43.992	43992
Q80YR4	Znf598	99.191	99191
Q80YR5	Safb2	111.84	111840
Q80YS5	Lrrc27	59.852	59852
Q80YT7	Pde4dip	250.63	250630
Q80YV3	Trrap	291.55	291550
Q80YV4	Pank4	91.521	91521
Q80YX1	Tnc	231.8	231800
Q80Z24	Negr1	37.9	37900
Q80ZE4	Paqr7	39.305	39305
Q80ZJ1;P61226	Rap2a;Rap2b	20.642	20642
Q80ZJ7	Snx32	46.646	46646
Q80ZK0	Mrps10	18.698	18698
Q80ZK9	Wdtc1	75.732	75732
Q80ZM8	Crls1	32.502	32502
Q80ZS3	Mrps26	23.443	23443
Q80ZU5	Ccdc181	59.241	59241
Q810A3	Ttc9c	19.997	19997
Q810A7	Ddx42	101.96	101960
Q810B6	Ankfy1	128.65	128650
Q810J8	Zfyve1	86.939	86939
Q810N5		28.062	28062
Q810U3	Nfasc	137.97	137970
Q810U5	Ccdc50	35.321	35321
Q811D0;Q62108;P70175	Dlg1	100.12	100120
Q811I0	Atpaf1	36.354	36354
Q9ERA0;Q811S7	Tfcp2;Ubp1	57.031	57031
Q811U4	Mfn1	83.725	83725
Q8BFP9	Pdk1	48.994	48994
Q8BFQ4	Wdr82	35.079	35079
Q8BFQ8	Pddc1	23.277	23277
Q8BFR4	Gns	61.174	61174
Q8BFR5	Tufm	49.508	49508
Q8BFS6	Cpped1	35.247	35247
Q8BFT2	Haus4	42.196	42196
Q8BFU3	Rnf214	73.624	73624
Q8BFW3	Ppp1r15b	77.711	77711
Q8BFW7	Lpp	65.89	65890
Q8BFY6	Pef1	29.227	29227
Q8BFY9	Tnpo1	102.36	102360
Q8BFZ3	Actbl2	42.004	42004
Q8BFZ9	Erlin2	37.872	37872
Q8BG05	Hnrnpa3	39.652	39652
Q8BG07	Pld4	56.153	56153
Q8BG32	Psmd11	47.436	47436
Q8BG39	Sv2b	77.456	77456
Q8BG51	Rhot1	72.241	72241
Q8BG67	Efr3a	92.612	92612
Q8BG73	Sh3bgrl2	12.255	12255
Q8BG81	Poldip3	46.132	46132
Q8BG94	Commd7	22.652	22652
Q8BGA5	Krr1	43.537	43537
Q8BGA8	Acsm5	64.328	64328
Q8BGA9	Oxa1l	48.219	48219
Q8BGB2	Ttc7a	96.155	96155
Q8BGB7	Enoph1	28.6	28600
Q8BGB8	Coq4	30.084	30084
Q8BGC0	Htatsf1	86.239	86239
Q8BGC4	Zadh2	40.528	40528
Q8BGD8	Coa6	9.2983	9298.3
Q8BGD9	Eif4b	68.839	68839
Q8BGE6	Atg4b	44.375	44375
Q8BGF6	Elmod2	34.747	34747
Q8BGF9	Slc25a44	35.339	35339
Q8BGG9	Acnat2	46.595	46595
Q8BGH2	Samm50	51.863	51863
Q8BGI5	Pex26	34.016	34016
Q8BGN3	Enpp6	50.618	50618
Q8BGQ7	Aars	106.91	106910
Q8BGR2	Lrrc8d	98.112	98112
Q8BGR9	Ublcp1	36.836	36836
Q8BGS1;Q9JMC8	Epb41l5	81.635	81635
Q8BGS2	Bola2	10.214	10214
Q8BGS7	Cept1	46.434	46434
Q8BGT5	Gpt2	57.943	57943
Q8BGT7	Smndc1	26.753	26753
Q8BGT8	Phyhipl	42.34	42340
Q8BGU5	Ccny	39.394	39394
Q8BGV0	Nars2	53.961	53961
Q8BGV8	Mief1	51.183	51183
Q8BGV9	Atg4d	52.91	52910
Q8BGW1	Fto	58.006	58006
Q8BGX0	Trim23	63.931	63931
Q8BGX2		29.415	29415
Q8BGY7	Fam210a	31.599	31599
Q8BH00	Aldh8a1	53.663	53663
Q8BH01	Tmco3	75.902	75902
Q8BH15	Cnot10	81.817	81817
Q8BH24	Tm9sf4	74.692	74692
Q8BH35	C8b	66.229	66229
Q8BH43;Q8R5H6	Wasf2	54.073	54073
Q8BH57	Wdr48	76.006	76006
Q8BH58	Tiprl	31.253	31253
Q8BH59	Slc25a12	74.569	74569
Q8BH60	Gopc	50.662	50662
Q8BH64	Ehd2	61.174	61174
Q8BH69	Sephs1	42.906	42906
Q8BH74	Nup107	106.72	106720
Q8BH86		66.365	66365
Q8BH95	Echs1	31.474	31474
Q8BH97	Rcn3	38.001	38001
Q8BHA3	Dtd2	18.236	18236
Q8BHC4	Dcakd	26.476	26476
Q8BHD7	Ptbp3	56.7	56700
Q8BHE8		32.985	32985
Q8BHG1	Nrd1	132.89	132890
Q8BHG2		18.02	18020
Q8BHI7	Elovl5	35.332	35332
Q8BHJ9	Slu7	68.079	68079
Q8BHL8	Psmf1	29.664	29664
Q8BHN3;REV__Q3T9X0	Ganab	106.91	106910
Q8BHS3	Rbm22	46.895	46895
Q8BHY2	Noc4l	58.675	58675
Q8BHZ0	Fam49a	37.342	37342
Q8BI08	Mal2	19.094	19094
Q8BI22	Cep128	128.5	128500
Q8BI72	Cdkn2aip	59.744	59744
Q8BI79	Ccdc40	136.77	136770
Q8BI84	Mia3	213.67	213670
Q8BIF0	Cd99l2	25.463	25463
Q8BIG7	Comtd1	28.96	28960
Q8BIJ6	Iars2	112.8	112800
Q8BIJ7	Rufy1	80.376	80376
Q8BIK6	Tmprss7	92.589	92589
Q8BIP0	Dars2	74.101	74101
Q8BIQ5	Cstf2	61.341	61341
Q8BIS8	Ccdc126	15.59	15590
Q8BIV3	Ranbp6	124.59	124590
Q8BIV7	Slc45a1	81.473	81473
Q8BIW1	Prune	50.239	50239
Q8BIZ1	Anks1b	139.05	139050
Q8BJ03	Cox15	45.852	45852
Q8BJ05	Zc3h14	82.408	82408
Q8BJ64	Chdh	66.414	66414
Q8BJ71	Nup93	93.28	93280
Q8BJF9	Chmp2b	23.934	23934
Q8BJS4	Sun2	81.604	81604
Q8BJU0	Sgta	34.322	34322
Q8BJU2	Tspan9	26.738	26738
Q8BJW6	Eif2a	64.403	64403
Q8BJY1	Psmd5	55.971	55971
Q8BJZ4	Mrps35	35.975	35975
Q8BK03	Fam73b	65.547	65547
Q8BK08	Tmem11	21.311	21311
Q8BK30	Ndufv3	11.813	11813
Q8BK48;Q6AW46	Ces2e	62.317	62317
Q8BK63	Csnk1a1	38.914	38914
Q8BK64	Ahsa1	38.117	38117
Q8BK67	Rcc2	55.983	55983
Q8BK72	Mrps27	47.778	47778
Q8BK84	Dupd1	24.192	24192
Q8BKA3	Srrm4	67.859	67859
Q8BKC5	Ipo5	123.59	123590
Q8BKC8	Pi4kb	91.514	91514
Q8BKE6	Cyp20a1	52.149	52149
Q8BKH7	Mapkap1	59.008	59008
Q8BKI2	Tnrc6b	191.96	191960
Q8BKX1	Baiap2	59.236	59236
Q8BKZ9	Pdhx	53.998	53998
Q8BL66	Eea1	160.91	160910
Q8BL97	Srsf7	30.817	30817
Q8BLE7	Slc17a6	64.56	64560
Q8BLF1	Nceh1	45.739	45739
Q8BLH7	Hirip3	65.214	65214
Q8BLK3	Lsamp	38.086	38086
Q8BLN5	Lss	83.14	83140
Q8BLR2	Cpne4	62.407	62407
Q8BLY2	Tarsl2	91.317	91317
Q8BM13	Olfm2	50.72	50720
Q8BM55	Tmem214	76.429	76429
Q8BM72	Hspa13	51.709	51709
Q8BM75	Arid5b	131.84	131840
Q8BM88	Ctso	34.723	34723
Q8BMA6	Srp68	70.573	70573
Q8BMD2	Dzip1	97.262	97262
Q8BMD8	Slc25a24	52.901	52901
Q8BMF4	Dlat	67.941	67941
Q8BMG7	Rab3gap2	152.53	152530
Q8BMJ2	Lars	134.19	134190
Q8BMJ3	Eif1ax	16.46	16460
Q8BMK0	Cep85	85.339	85339
Q8BMK4	Ckap4	63.691	63691
Q8BML9	Qars	87.676	87676
Q8BMP6	Acbd3	60.18	60180
Q8BMS1	Hadha	82.669	82669
Q8BMS4	Coq3	40.956	40956
Q8BMZ5	Tsen34	34.196	34196
Q8BNI4;Q9D8K3	Derl2	27.639	27639
Q8BNV1	Trmt2a	63.301	63301
Q8BNX1	Clec4g	33.326	33326
Q8BP40	Acp6	47.624	47624
Q8BP47	Nars	64.279	64279
Q8BP48	Metap1	43.221	43221
Q8BP56	Athl1	76.487	76487
Q8BP67	Rpl24	17.779	17779
Q8BP92	Rcn2	37.27	37270
Q921Y0;Q8BPB0	Mob1a;Mob1b	25.079	25079
Q8BPB5	Efemp1	54.952	54952
Q8BPM0	Daam1	123.37	123370
Q8BPM6	Ric3	40.283	40283
Q8BPN8	Dmxl2	338.2	338200
Q8BPT6	Immp2l	19.6	19600
Q8BQM4	Heatr3	74.305	74305
Q8BQM9	Med12l	241.42	241420
Q8BQS4	Fam102b	36.513	36513
Q8BR90		33.471	33471
Q8BRC6	Maats1	91.622	91622
Q8BRF7	Scfd1	72.322	72322
Q8BRH0	Tmtc3	104.2	104200
Q8BRK8	Prkaa2	62.022	62022
Q8BRT1;Q80TV8	Clasp2	140.74	140740
Q8BRV5	Kiaa1671	34.668	34668
Q8BS35	Agmo	51.777	51777
Q8BSD5	She	53.352	53352
Q8BSE0	Rmdn2	47.016	47016
Q8BSF4	Pisd	45.926	45926
Q8BSI6;E9Q816	R3hcc1;Cyp2w1	54.163	54163
Q8BSY0	Asph	83.041	83041
Q8BT60;P59108;Q1RLL3;Q9Z140;Q0VE82;Q9DC53;Q8JZW4	Cpne3	59.584	59584
Q8BTE0	Sdhaf4	11.888	11888
Q8BTI8	Srrm2	294.84	294840
Q8BTI9;O35904	Pik3cb;Pik3cd	121.71	121710
Q8BTM8	Flna	281.22	281220
Q8BTS4	Nup54	55.731	55731
Q8BTV2	Cpsf7	52.01	52010
Q8BTW3	Exosc6	28.37	28370
Q8BTW8	Cdk5rap1	66.109	66109
Q8BTX9	Hsdl1	36.867	36867
Q8BTY1	Ccbl1	47.563	47563
Q8BTY8	Scfd2	74.75	74750
Q8BTZ5	Ankrd46	25.222	25222
Q8BTZ7	Gmppb	39.916	39916
Q8BU03	Pwp2	102.91	102910
Q8BU14	Sec62	45.58	45580
Q8BU30	Iars	144.27	144270
Q8BU31	Rap2c	20.745	20745
Q8BU33	Ilvbl	68.155	68155
Q8BU88	Mrpl22	23.805	23805
Q8BUE4	Aifm2	40.634	40634
Q8BUK6	Hook3	83.217	83217
Q8BUR4	Dock1	215.08	215080
Q8BUV3	Gphn	83.281	83281
Q8BUX5	Rhbg	49.542	49542
Q8BUY5	Timmdc1	31.791	31791
Q8BUY9	Pggt1b	42.354	42354
Q8BV13	Cops7b	29.689	29689
Q8BVA2	Tmem222	23.18	23180
Q8BVA5		37.374	37374
Q8BVE3	Atp6v1h	55.854	55854
Q8BVF2	Pdcl3	27.581	27581
Q8BVG4	Dpp9	98	98000
Q8BVI4	Qdpr	25.57	25570
Q8BVI5	Stx16	37.08	37080
Q8BVL3	Snx17	52.797	52797
Q8BVN4	Mterf4	40.249	40249
Q8BVQ5	Ppme1	42.256	42256
Q8BVU5	Nudt9	38.604	38604
Q8BVW0	Ganc	102.01	102010
Q8BVW3	Trim14	49.64	49640
Q8BVY0	Rsl1d1	50.421	50421
Q8BVZ1	Plin5	50.474	50474
Q8BW41	Pomgnt2	69.378	69378
Q8BW75	Maob	58.557	58557
Q8BW86	Arhgef33	94.757	94757
Q8BW94	Dnah3	467.77	467770
Q8BWA8	Arhgef19	88.85	88850
Q8BWF0	Aldh5a1	55.968	55968
Q8BWG8;Q91YI4	Arrb1	46.972	46972
Q8BWJ3	Phka2	138.49	138490
Q8BWM0	Ptges2	43.323	43323
Q8BWN8;Q32Q92	Acot4	46.48	46480
Q8BWP5;REV__Q7TQF2	Ttpa	32.014	32014
Q8BWQ1	Ugt2a3	61.119	61119
Q8BWQ6		109.08	109080
Q8BWS5	Gprin3	80.484	80484
Q8BWT1	Acaa2	41.829	41829
Q8BWU5	Osgep	36.3	36300
Q8BWU8	Etnppl	55.496	55496
Q8BWW4	Larp4	79.763	79763
Q8BWW9	Pkn2	111.61	111610
Q8BWY3	Etf1	49.03	49030
Q8BWZ3	Naa25	111.71	111710
Q8BX02	Kank2	90.244	90244
Q8BX10	Pgam5	31.994	31994
Q8BX32	Slx1b	30.656	30656
Q8BX43	Relt	46.518	46518
Q8BX57	Pxk	65.23	65230
Q8BX70	Vps13c	420.08	420080
Q8BX90	Fndc3a	131.96	131960
Q8BXA1	Golim4	76.784	76784
Q8BXA5	Clptm1l	62.183	62183
Q8BXB6	Slco2b1	74.53	74530
Q8BXC6	Commd2	22.848	22848
Q8BXQ2	Pigt	65.704	65704
Q8BXQ6	Aopep	92.954	92954
Q8BXV2	Bri3bp	28.263	28263
Q8BXZ1	Tmx3	51.847	51847
